id:ID(Drug),label,iri,chebi_id,atc_code,drug_type,drug_class,primary_indication,secondary_indications,mechanism_summary,status_overall,approved_regions,source,raw_source_ids
troriluzole,Troriluzole,https://www.alzforum.org/therapeutics/troriluzole,,,Other,Other Neurotransmitters,Alzheimer's Disease,,"Troriluzole is a prodrug formulation of riluzole , a medication used to treat amyotrophic lateral sclerosis. Following oral administration, aminopeptidases in the blood release riluzole from a tripeptide carrier.",discontinued,,AlzForum.Therapeutics,troriluzole
tw001,TW001,https://www.alzforum.org/therapeutics/tw001,,,Small Molecule,Other,"Alzheimer's Disease, Amyotrophic Lateral Sclerosis",,"TW001 is a new oral formulation of edaravone , an antioxidant drug marketed in the U.S. and Japan to treat amyotrophic lateral sclerosis.",ongoing,,AlzForum.Therapeutics,tw001
ub-311,UB-311,https://www.alzforum.org/therapeutics/ub-311,,,Immunotherapy (active),Amyloid-Related,Alzheimer's Disease,,"UB-311 is a synthetic peptide vaccine developed by United Neuroscience, a spin-off of United Biomedical. UB-311 couples a helper T-cell epitope designed with United Biomedical's UBITh® platform to the Aβ1–14 sequence, packaged in a proprietary vaccine-delivery system.",ongoing,,AlzForum.Therapeutics,ub-311
ub-312,UB-312,https://www.alzforum.org/therapeutics/ub-312,,,Immunotherapy (active),alpha-synuclein,Parkinson's Disease,,"UB-312 is an active vaccine to stimulate an immune response against α-synuclein. A 10-amino-acid fragment from the protein’s C-terminus is fused to a small peptide that activates T-helper cells, and combined with adjuvant for intramuscular injection.",ongoing,,AlzForum.Therapeutics,ub-312
ucb0022,UCB0022,https://www.alzforum.org/therapeutics/ucb0022,,,Small Molecule,Other Neurotransmitters,Parkinson's Disease,,"This oral small molecule is a positive allosteric modulator of dopamine receptor type 1, which enhances the receptor's signaling in the presence of endogenous dopamine. It binds outside the dopamine site on the receptor, and has no intrinsic receptor-activating potential.",ongoing,,AlzForum.Therapeutics,ucb0022
ucb7853,UCB7853,https://www.alzforum.org/therapeutics/ucb7853,,,Immunotherapy (passive),alpha-synuclein,Parkinson's Disease,,UCB7853 is an α-synuclein antibody. No further information is available on its origin or specificity.,ongoing,,AlzForum.Therapeutics,ucb7853
ulefnersen,Ulefnersen,https://www.alzforum.org/therapeutics/ulefnersen,,,DNA/RNA-based,Other,Amyotrophic Lateral Sclerosis,,"ION363 is an antisense oligonucleotide designed to reduce the production of a mutated, neurotoxic form of the Fused in Sarcoma (FUS) protein. FUS mutations have been identified as a cause of familial ALS and frontotemporal lobar degeneration.",ongoing,,AlzForum.Therapeutics,ulefnersen
umibecestat,Umibecestat,https://www.alzforum.org/therapeutics/umibecestat,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,"CNP520 is an oral, small-molecule inhibitor of the aspartyl protease BACE designed to reduce Aβ production to prevent or treat Alzheimer's disease. BACE1 is the β-secretase enzyme that cleaves the APP protein to release its C99 fragment, which gives rise to various species of Aβ peptide during its cleavage by γ-secretase.",discontinued,,AlzForum.Therapeutics,umibecestat
vafidemstat,Vafidemstat,https://www.alzforum.org/therapeutics/vafidemstat,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,"ORY-2001 is a dual inhibitor of the transcriptional co-regulator lysine-specific demethylase 1 (LSD1 or KDM1A) and the mitochondrial membrane protein monoamine oxidase B (MAO-B, see MedChemExpress ). It is an oral, brain-permeable small molecule.",ongoing,,AlzForum.Therapeutics,vafidemstat
valacyclovir,Valacyclovir,https://www.alzforum.org/therapeutics/valacyclovir,,,Small Molecule,Other,Alzheimer's Disease,Herpes virus outbreaks,"A thymidine kinase inhibitor, valacyclovir is a prescription drug, and widely available as a generic. Valacyclovir is used to shorten outbreaks of genital herpes or cold sores caused by Herpes simplex virus (HSV) 1 and 2.",ongoing,,AlzForum.Therapeutics,valacyclovir
valproate,Valproate,https://www.alzforum.org/therapeutics/valproate,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,"Epilepsy, Bipolar disorder, Migraine","Valproate is an anti-convulsant and mood-stabilizing drug that is FDA- and EMA-approved to treat seizures, manic episodes associated with bipolar disorder, and to prevent migraine headaches. It is also used off-label for other psychiatric conditions.",unknown,,AlzForum.Therapeutics,valproate
vanutide-cridificar,Vanutide cridificar,https://www.alzforum.org/therapeutics/vanutide-cridificar,,,Immunotherapy (active),Amyloid-Related,Alzheimer's Disease,,This is an active immunotherapy strategy. ACC-001 is a conjugate of multiple short Aβ fragments linked to a carrier made of inactivated diphtheria toxin.,discontinued,,AlzForum.Therapeutics,vanutide-cridificar
varenicline,Varenicline,https://www.alzforum.org/therapeutics/varenicline,,,Small Molecule,Cholinergic System,Alzheimer's Disease,Smoking cessation,Varenicline is a medication approved in the United States and many other countries to aid smoking cessation. It is a partial agonist of the α 4 β 2 subtype of the nicotinic acetylcholine receptor (nAChR).,discontinued,,AlzForum.Therapeutics,varenicline
varoglutamstat,Varoglutamstat,https://www.alzforum.org/therapeutics/varoglutamstat,,,Small Molecule,"Amyloid-Related, Inflammation",Alzheimer's Disease,,"PQ912 is an inhibitor of glutaminyl cyclase (QC), aka glutaminyl-peptide cyclotransferase (QPCT). This metalloenzyme is upregulated in the brains of Alzheimer’s disease patients.",discontinued,,AlzForum.Therapeutics,varoglutamstat
vascepa,Vascepa,https://www.alzforum.org/therapeutics/vascepa,,,Small Molecule,Other,Alzheimer's Disease,"Severe hypertriglyceridemia, and to lower risk of cardiovascular events in people with elevated triglycerides","Vascepa is a prescription formulation of omega-3 fat ethyl eicosapentaenoic acid (ethyl-EPA) purified from fish oil. Liquid-filled capsules are taken twice a day with food, at a dose of 4 g per day.",ongoing,,AlzForum.Therapeutics,vascepa
venglustat,Venglustat,https://www.alzforum.org/therapeutics/venglustat,,,Small Molecule,"alpha-synuclein, Other",Parkinson's Disease,,Venglustat is a brain-penetrant allosteric inhibitor of the enzyme glucosylceramide synthase. GCS catalyzes an early step in the synthesis of many glycolipids.,unknown,,AlzForum.Therapeutics,venglustat
verdiperstat,Verdiperstat,https://www.alzforum.org/therapeutics/verdiperstat,,,Small Molecule,"Inflammation, Other","Motor Neuron Disease, Multiple System Atrophy, Primary Progressive Aphasia",,Verdiperstat is an irreversible inhibitor of myeloperoxidase. This enzyme catalyzes the generation of reactive oxygen species by activated microglia and other immune cells.,discontinued,,AlzForum.Therapeutics,verdiperstat
verubecestat,Verubecestat,https://www.alzforum.org/therapeutics/verubecestat,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,"MK-8931 is a small-molecule inhibitor of BACE1 and BACE2. BACE1 is the β-secretase enzyme that cleaves the APP protein to release the C99 fragment of APP, which gives rise to various species of Aβ peptide during its subsequent cleavage by γ-secretase.",discontinued,,AlzForum.Therapeutics,verubecestat
vg-3927,VG-3927,https://www.alzforum.org/therapeutics/vg-3927,,,Small Molecule,"Amyloid-Related, Inflammation",Alzheimer's Disease,,"VG-3927 is a brain-penetrant, small-molecule agonist of the TREM2 receptor on microglia. TREM2 activation stimulates proliferation and phagocytic function of microglia, which play a central role in Alzheimer's disease pathology.",ongoing,,AlzForum.Therapeutics,vg-3927
vgl101,VGL101,https://www.alzforum.org/therapeutics/vgl101,,,Immunotherapy (passive),"Inflammation, Other",Adult-onset Leukoencephalopathy with Axonal Spheroids and Pigmented Glia,,"VGL101 is a humanized monoclonal antibody that acts as an agonist for TREM2. This receptor is expressed on microglia and macrophages, and mediates their proliferation and function.",discontinued,,AlzForum.Therapeutics,vgl101
vhb937,VHB937,https://www.alzforum.org/therapeutics/vhb937,,,Immunotherapy (passive),Amyloid-Related,"Alzheimer's Disease, Amyotrophic Lateral Sclerosis",,"VHB937 is a humanized monoclonal antibody to the immune receptor TREM2. TREM2 activation stimulates proliferation and phagocytic function of microglia, which play a central role in Alzheimer's disease pathology.",ongoing,,AlzForum.Therapeutics,vhb937
vodobatinib,Vodobatinib,https://www.alzforum.org/therapeutics/vodobatinib,,,Small Molecule,Other,"Parkinson's Disease, Dementia with Lewy Bodies",,"Vodobatinib is a third-generation c-Ableson tyrosine kinase inhibitor. It is structurally similar to the commercial anticancer agents Dasatinib and Ponatinib ( Antelope et al., 2019 ).",discontinued,,AlzForum.Therapeutics,vodobatinib
vq-101,VQ-101,https://www.alzforum.org/therapeutics/vq-101,,,Small Molecule,"alpha-synuclein, Other",Parkinson's Disease,,"VQ-101 is a small-molecule allosteric activator of the lysosomal enzyme glucocerebrosidase (GCase). Mutations in GBA1, the gene encoding GCase, are the most common genetic cause of Parkinson’s disease.",ongoing,,AlzForum.Therapeutics,vq-101
vy-aadc,VY-AADC,https://www.alzforum.org/therapeutics/vy-aadc,,,DNA/RNA-based,Other Neurotransmitters,Parkinson's Disease,,VY-AADC is an AAV-based gene therapy that was developed by Voyager Therapeutics and evaluated clinically in partnership with Neurocrine Biosciences. It aims to restore the treatment benefit of oral levodopa for people with advanced Parkinson's disease whose treatment response has started fluctuating.,discontinued,,AlzForum.Therapeutics,vy-aadc
vy-tau01,VY-TAU01,https://www.alzforum.org/therapeutics/vy-tau01,,,Immunotherapy (passive),Tau,Alzheimer's Disease,,"VY-TAU01 is a recombinant, humanized IgG4 monoclonal antibody to an epitope in the C-terminus of tau. It is designed to block the spread of pathological tau.",ongoing,,AlzForum.Therapeutics,vy-tau01
vyalev,Vyalev,https://www.alzforum.org/therapeutics/vyalev,,,Small Molecule,Other Neurotransmitters,Parkinson's Disease,Motor fluctuations in advanced Parkinson’s disease,Vyalev is a new levodopa/carbidopa formulation for dopamine replacement therapy. It is the first dopamine therapy to be delivered by 24-hour continuous subcutaneous infusion.,approved,,AlzForum.Therapeutics,vyalev
wve-004,WVE-004,https://www.alzforum.org/therapeutics/wve-004,,,DNA/RNA-based,Other,"Frontotemporal Dementia, Amyotrophic Lateral Sclerosis",,WVE-004 is an antisense oligonucleotide (ASO) targeting the C9ORF72 mutation that causes amyotrophic lateral sclerosis and frontotemporal dementia. The ASO mediates degradation of hexanucleotide expansion-containing C9ORF72 mRNAs.,discontinued,,AlzForum.Therapeutics,wve-004
xaliproden,Xaliproden,https://www.alzforum.org/therapeutics/xaliproden,,,Small Molecule,"Other Neurotransmitters, Other",Alzheimer's Disease,,"Xaliproden is an orally active 5HT1-A receptor antagonist that was being developed by Sanofi. It has been evaluated for the treatment of Alzheimer's disease and amyotrophic lateral sclerosis (ALS), and protection against peripheral neurotoxicity associated with certain cancer chemotherapies.",discontinued,,AlzForum.Therapeutics,xaliproden
xanamem,Xanamem,https://www.alzforum.org/therapeutics/xanamem,,,Small Molecule,Other,Alzheimer's Disease,,"Xanamem is an inhibitor of 11β-hydroxysteroid dehydrogenase type 1, an enzyme in the hypothalamic-pituitary-adrenal (HPA) axis of the body's stress response. 11β-HSD1 converts the stress hormone cortisol to its active form, which binds to glucocorticoid receptors.",ongoing,,AlzForum.Therapeutics,xanamem
xpro1595,XPro1595,https://www.alzforum.org/therapeutics/xpro1595,,,Other,Inflammation,"Alzheimer's Disease, Mild Cognitive Impairment",,"This pegylated protein biologic targets and neutralizes the inflammatory cytokine TNFα. A non-receptor binding variant of TNFα, XPro1595 forms heterotrimers with native soluble TNFα and prevents its interaction with the type 1 TNFα receptor ( Steed et al., 2003 ).",ongoing,,AlzForum.Therapeutics,xpro1595
young-plasma,Young Plasma,https://www.alzforum.org/therapeutics/young-plasma,,,Other,"Inflammation, Other, Unknown","Progressive Supranuclear Palsy, Alzheimer's Disease",,"The rationale behind this treatment approach is that systemic factors present in young blood cross into the brain, where they counteract aging processes and neurodegeneration by modulating neuroinflammation, neurogenesis, and cognitive function. In essence, this approach attempts to rejuvenate the aging brain with infusions of plasma from young adults.",unknown,,AlzForum.Therapeutics,young-plasma
ytx-7739,YTX-7739,https://www.alzforum.org/therapeutics/ytx-7739,,,Small Molecule,Other,Parkinson's Disease,,This is a stearoyl-CoA desaturase inhibitor. SCD catalyzes the rate-limiting step in the production of monounsaturated fatty acids including oleic and palmitoleic acids from saturated fatty acid precursors.,discontinued,,AlzForum.Therapeutics,ytx-7739
zagotenemab,Zagotenemab,https://www.alzforum.org/therapeutics/zagotenemab,,,Immunotherapy (passive),"Tau, Unknown",Alzheimer's Disease,,"Zagotenemab is a humanized anti-tau antibody derived from MCI-1 , Peter Davies' mouse monoclonal antibody against an early pathological conformation of tau. Zagotenemab binds and neutralizes soluble tau aggregates.",discontinued,,AlzForum.Therapeutics,zagotenemab
zervimesine,Zervimesine,https://www.alzforum.org/therapeutics/zervimesine,,,Small Molecule,Amyloid-Related,"Alzheimer's Disease, Dementia with Lewy Bodies",,"Zervimesine/CT1812 is a small-molecule antagonist of the sigma2 receptor. The rationale behind this therapeutic approach is that ligands for the sigma2 receptor complex are negative allosteric regulators that reduce the affinity of oligomeric Aβ for neuronal receptors, and thus interfere with Aβ-induced synaptic toxicity.",ongoing,,AlzForum.Therapeutics,zervimesine
